,Company Name,Use,Country,Description,Url,Email,Founders,Found Date,t1,t2,t3,t4,t5,t6,t7
606,Bublup," Cloud Storage, Education, Information Technology, Internet, Productivity Tools, Social Bookmarking, Software",United States,"The cloud reimagined. More visual, more social, more fun.", www.bublup.com/ ,info@bublup.com,2,2014,—,—,—,—,—,—,—
607,Agency," Government, Information Technology, Training",Nigeria,NITDA created to implement the Nigerian Information Technology Policy and co-ordinate general IT development in the country., www.nitda.gov.ng/ ,info@nitda.gov.ng,—,"Apr 21, 2001",—,—,—,—,—,—,—
608,DriversNg," Automotive, Information Technology, Location Based Services, Railroad, Training, Transportation",Nigeria,"DriversNg provides reliable and professionally trained drivers to individuals, companies and organisations all over Nigeria.", www.driversng.com ,admin@driversng.com,2,"May 9, 2015",—,—,—,—,—,—,—
609,Kreatryx," EdTech, Education, Information Technology",India,Kreatryx aims to disrupt the Exam Prep segment by providing platform for personalized learning and self-evaluation driven by technology., www.kreatryx.com ,info@kreatryx.com,3,"Jul 13, 2014","Mar 31, 2020",—,—,—,—,—,—
610,Lumenvox," Industrial Automation, Information Technology, Software",United States,LumenVox is a speech automation solutions company., lumenvox.com/ ,support@LumenVox.com,1,2001,—,—,—,—,—,—,—
611,Education," Education, Information Technology",United States,Collegis Education is a technology-based services company., collegiseducation.com/ ,—,—,2013,—,—,—,—,—,—,—
612,ChefSteps," Cooking, Education, Information Technology",United States,"ChefSteps is a well-funded and rapidly growing start-up that works at the intersection of culinary education, entertainment, and technology.", www.chefsteps.com/ ,—,1,2013,"Jul 16, 2019",—,—,—,—,—,—
613,Academy," Children, Education, Information Technology, STEM Education",Hong Kong,First Code Academy is the leading K-12 coding education institute with presence in greater china and southeast asia., www.firstcodeacademy.com ,hello@firstcodeacademy.com,2,2013,—,—,—,—,—,—,—
614,ShopTutors," EdTech, Education, Information Technology", — ,Shop Tutors operates as an online tutor booking platform., shoptutors.com ,nate@shoptutors.com,2,Jan 2014,—,Jul 2014,—,—,—,—,—
615,BridgingApps," Information Technology, Non Profit",United States,"BridgingApps.org, a program of Easter Seals Houston, provides the access, education, and resources needed to effectively use mobile", bridgingapps.org/ ,bridgingapps@eastersealshouston.org,2,Mar 2012,—,—,—,—,—,—,—
616,Audiojack," Education, Information Technology, Mobile Apps",United States,Audiojack is an audio based movie for your imagination., www.Audiojack.com/ ,info@audiojack.com,1,"Oct 1, 2012",—,—,—,—,—,—,—
617,Billions," Education, Information Technology, Internet, Social Entrepreneurship",United States,The online incubation program that helps seed-stage entrepreneurs to structure and develop their businesses, bit.ly/2sFR3ns ,info@bridgeforbillions.org,1,"Aug 25, 2015",—,—,—,—,—,—,—
618,GreenRope," Business Intelligence, CRM, E-Learning, Email Marketing, Event Management, Information Technology, Marketing Automation, Project Management, SaaS, Software",United States,"GreenRope® provides a user-friendly all-in-one solution to consolidate, simplify and automate your daily sales and marketing operations.", www.greenrope.com/ ,support@greenrope.com,1,2001,—,—,—,—,—,—,—
619,Finesse," Health Care, Information Technology",United Arab Emirates,"Finesse provides Technology Solutions and services to Banking, Education, Energy, Healthcare, Hospitality and Retail segments.", www.finessedirect.com/ ,info@finesseme.com,2,2010,—,—,—,—,—,—,—
620,Inc.," Education, Information Technology",United States,"Certemy is a workflow automation software used by professional certification boards, state licensing boards, and employers.", www.certemy.com/ ,info@certemy.com,—,2017,—,—,—,—,—,—,—
621,Systems," Analytics, Employee Benefits, Information Services, Information Technology, Internet, Skill Assessment, Software",Germany,"Loopline Systems is a company with focus on enabling a data-driven, potential-oriented approach to Human Resources based in Berlin, Germany.", www.loopline-systems.com/ ,contact@loopline-systems.com,2,Sep 2014,—,—,—,—,—,—,—
622,Academy," Consulting, E-Commerce, Education, Information Technology, Internet, Software", — ,World’s #1 Website Value Calculator, www.worthofweb.com/ ,team@worthofweb.com,1,Feb 2011,—,—,—,—,—,—,—
623,Wisr," E-Learning, Education, Email, Information Technology, Messaging",United States,"Wisr is a collaborative learning website that uses communication channels such as Twitter, chat, SMS, and email.", wisr.com ,—,2,2009,—,—,—,—,—,—,—
624,Investigations," Information Technology, Service Industry, Software",United States,"Technology company made up of background screening experts, with expertise in regulated industries.", www.nucheckcorp.com ,info@nucheckcorp.com,2,1980,—,—,—,—,—,—,—
625,Group," Consulting, Education, Information Technology, Software",United States,The Solution Design Group is a software development and IT consulting firm serving the public sector and higher education community., www.thesolutiondesigngroup.com ,Glen.Porter@thesolutiondesigngroup.com,—,2004,—,—,—,—,—,—,—
626,HackEDU," Education, Information Services, Information Technology",United States,HackEDU provides interactive cyber security training and secure code development courses for software engineers., hackedu.io ,—,2,"Jun 1, 2017",—,—,—,—,—,—,—
627,Inc," Corporate Training, Enterprise, Enterprise Applications, Enterprise Software, Information Technology, Software, Training, Virtual Reality",Canada,Our mission here at VR Vision is to empower organizations with virtual reality solutions to enhance learning and development outcomes, www.vrvisiongroup.com ,hello@vrvisiongroup.com,2,"Sep 1, 2016",—,—,—,—,—,—,—
628,Systems," Corporate Training, E-Learning, Education, Information Technology, Training",United States,Britannica Knowledge Systems offers Scalable and comprehensive training management systems for all industries, www.britannica-ks.com/ ,contact@britannica-ks.com,—,1999,—,—,—,—,—,—,—
629,Technologies," Big Data, Information Technology, Mobile, Outsourcing, Predictive Analytics, Product Design, Software, Software Engineering",India,We help leading product companies and innovative startups to build delightful digital experiences., www.quovantis.com ,info@quovantis.com,1,"Apr 12, 2010",—,—,—,—,—,—,—
630,Srl," Environmental Consulting, Event Management, Information Technology, Software, Training",Italy,"TerreLogiche deals with geographic information systems, webGIS, GIS courses, training, software development, environmental monitoring.", www.terrelogiche.com ,info@terrelogiche.com,—,"Oct 20, 2012",—,—,—,—,—,—,—
631,StarRez," Consulting, Education, Information Technology, Software",United States,StarRez is a vibrant software company specializing in enterprise application software for higher education., starrez.com ,starcare@starrez.com,—,1992,—,—,—,—,—,—,—
632,DeviceLock," Cyber Security, Information Technology, Software",United States,"DeviceLock is a leading provider of endpoint device/port control and data leak prevention software for business, education.", www.devicelock.com ,—,1,1996,"Jul 15, 2020",—,—,—,—,—,—
633,Software," Information Technology, Software",United States,"Alloy Software is a leading provider of IT Service Desk, Asset Management, and Network Inventory solutions for companies of all sizes.", www.alloy-software.com ,sales@alloy-software.com,2,2002,—,—,—,—,—,—,—
634,Tts," CRM, Education, Information Technology, Software",Germany,tts is a leading global learning provider., www.tt-s.com ,info@tt-s.com,—,1998,—,—,—,—,—,—,—
635,Mouth," Digital Entertainment, Education, Information Technology, Language Learning, Software",Brazil,Movie Mouth is an online language learning application that uses popular movies as the core part of the curriculum., www.moviemouth.com ,info@moviemouth.com.br,1,2008,—,—,—,—,—,—,—
636,MyQuest," Education, Information Technology, Messaging, Mobile, Software",United States,Impact-driven online training platform, www.myquest.co ,edan@myquest.co,1,"Jan 15, 2014",—,—,—,—,—,—,—
637,Eyes," Information Technology, Internet, Web Apps",United States,"Covenant Eyes is an Internet company that specializes in the fields of web filtering, Internet accountability, and education.", covenanteyes.com ,info@covenanteyes.com,1,2000,—,—,—,—,—,—,—
638,MindHive," Association, Consulting, Information Technology, Non Profit",Australia,World's first crowdsourced consultancy - Tiered subscription model with premium add-ons for organisations and individuals., mindhive.org ,ceo@mindhive.org,1,"Aug 18, 2017",—,—,—,—,—,—,—
